
 num     #instances         #bytes  class name
 310:             1           1040  [Ljava.lang.Long;
 311:             1           1040  [Ljava.lang.Short;
 312:            40           1024  [Ljavax.management.MBeanOperationInfo;
 313:            32           1024  java.lang.ThreadLocal$ThreadLocalMap$Entry
 314:            30            960  java.security.Provider$EngineDescription
 315:            60            960  java.util.Collections$UnmodifiableSet
 316:            60            960  java.util.concurrent.Semaphore
 317:            38            912  io.netty.util.internal.logging.JdkLogger
 318:            57            912  java.util.HashMap$Values
 319:            28            896  io.netty.channel.ChannelOption
 320:             8            896  java.net.SocksSocketImpl
 321:            12            864  com.fasterxml.jackson.databind.introspect.AnnotatedClass
 322:            27            864  com.fasterxml.jackson.databind.type.TypeBindings
 323:            27            864  java.lang.invoke.DirectMethodHandle$Special
 324:            27            864  sun.security.x509.CRLDistributionPointsExtension
 325:            27            864  sun.security.x509.CertificatePoliciesExtension
 326:            15            840  javax.management.openmbean.ArrayType
 327:            21            840  sun.nio.cs.UTF_8$Decoder
 328:            26            832  java.util.AbstractList$Itr
 329:            13            832  java.util.jar.JarFile
 330:            26            832  sun.management.DiagnosticCommandImpl$Wrapper
 331:            20            800  com.sun.jmx.mbeanserver.MXBeanSupport
 332:            20            800  javax.management.MBeanOperationInfo
 333:            50            800  sun.reflect.BootstrapConstructorAccessorImpl
 334:            50            800  sun.security.x509.DNSName
 335:            11            792  java.util.regex.Pattern
 336:            14            784  com.fasterxml.jackson.databind.type.MapType
 337:            24            768  com.fasterxml.jackson.databind.DeserializationFeature
 338:            16            768  com.fasterxml.jackson.databind.util.ClassUtil$ClassMetadata
 339:             8            768  com.mongodb.connection.ServerDescription
 340:            32            768  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping
 341:            16            768  sun.misc.URLClassPath$JarLoader
 342:            24            768  sun.security.x509.OIDMap$OIDInfo
 343:            19            760  sun.util.locale.BaseLocale$Key
 344:            34            744  [Lsun.reflect.generics.tree.FieldTypeSignature;
 345:            23            736  com.fasterxml.jackson.databind.SerializationFeature
 346:            46            736  com.fasterxml.jackson.databind.introspect.AnnotationMap
 347:            23            736  sun.management.MappedMXBeanType$BasicMXBeanType
 348:            13            728  javax.management.openmbean.CompositeType
 349:            30            720  java.io.ExpiringCache$Entry
 350:            45            720  java.io.ObjectInputStream$ValidationList
 351:            15            720  java.lang.management.PlatformComponent
 352:             5            720  java.text.DecimalFormat
 353:            45            720  sun.rmi.server.MarshalOutputStream$1
 354:            21            672  com.fasterxml.jackson.databind.MapperFeature
 355:            21            672  com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference
 356:            21            672  java.util.LinkedList
 357:            12            672  java.util.ResourceBundle$CacheKey
 358:            14            672  java.util.WeakHashMap$KeyIterator
 359:             7            672  java.util.jar.JarFile$JarFileEntry
 360:            28            672  sun.reflect.NativeMethodAccessorImpl
 361:            12            672  sun.security.ssl.CipherSuite$BulkCipher
 362:            41            656  java.util.jar.Attributes
 363:             9            648  sun.nio.ch.EPollArrayWrapper
 364:             9            648  sun.nio.ch.EPollSelectorImpl
 365:            27            648  sun.security.x509.PolicyInformation
 366:            40            640  java.util.TreeMap$EntrySet
 367:            20            640  java.util.concurrent.CountDownLatch$Sync
 368:            20            640  java.util.regex.Pattern$Curly
 369:             3            624  [Ljava.lang.invoke.LambdaForm;
 370:            13            624  com.fasterxml.jackson.core.JsonToken
 371:            26            624  java.security.spec.ECFieldF2m
 372:            19            608  java.util.Locale
 373:            19            608  javax.management.MBeanParameterInfo
 374:            19            608  sun.reflect.generics.reflectiveObjects.TypeVariableImpl
 375:            19            608  sun.util.locale.BaseLocale
 376:            25            600  org.bson.codecs.configuration.ChildCodecRegistry
 377:            26            592  [Lsun.management.DiagnosticCommandArgumentInfo;
 378:            12            576  java.util.ResourceBundle$BundleReference
 379:            24            576  sun.reflect.generics.factory.CoreReflectionFactory
 380:            24            576  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl
 381:            24            560  [Ljava.lang.reflect.TypeVariable;
 382:            10            560  com.fasterxml.jackson.databind.type.CollectionType
 383:            14            560  java.util.IdentityHashMap
 384:             2            560  java.util.concurrent.ConcurrentHashMap$CounterCell
 385:            14            560  javax.management.openmbean.SimpleType
 386:            10            560  sun.invoke.util.Wrapper
 387:             4            552  [D
 388:            23            552  com.sun.jmx.mbeanserver.NamedObject
 389:            23            552  com.sun.jmx.mbeanserver.PerInterface$MethodAndSig
