
 num     #instances         #bytes  class name
 490:             8            192  com.fasterxml.jackson.databind.util.LRUMap
 491:             8            192  com.mongodb.connection.ByteBufferBsonOutput$BufferPositionPair
 492:             8            192  com.mongodb.connection.RequestMessage$OpCode
 493:             8            192  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ListenerWrapper
 494:             6            192  io.netty.buffer.PoolThreadCache$NormalMemoryRegionCache
 495:             3            192  io.netty.channel.socket.nio.NioServerSocketChannel$NioServerSocketChannelConfig
 496:             6            192  java.lang.invoke.LambdaForm$BasicType
 497:             8            192  java.lang.invoke.MethodHandleImpl$Intrinsic
 498:             8            192  java.lang.management.ManagementPermission
 499:             8            192  java.math.RoundingMode
 500:            12            192  java.util.HashMap$KeySet
 501:             6            192  java.util.RegularEnumSet
 502:             6            192  java.util.Stack
 503:             8            192  java.util.regex.Pattern$Single
 504:             8            192  jdk.net.SocketFlow$Status
 505:             6            192  sun.management.NotificationEmitterSupport$ListenerInfo
 506:             8            192  sun.nio.ch.Invoker$GroupAndInvokeCount
 507:             4            192  sun.nio.cs.StreamEncoder
 508:             6            192  sun.reflect.annotation.AnnotationType
 509:             2            192  sun.security.jgss.SunProvider
 510:             3            192  sun.security.provider.NativePRNG$RandomIO
 511:            11            176  java.lang.Boolean
 512:            11            176  java.util.Collections$SingletonSet
 513:             2            176  javax.management.remote.rmi.NoCallStackClassLoader
 514:             1            168  [[Ljava.math.BigInteger;
 515:             3            168  com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer
 516:             3            168  com.fasterxml.jackson.databind.cfg.BaseSettings
 517:             3            168  com.fasterxml.jackson.databind.deser.std.MapDeserializer
 518:             3            168  io.vertx.core.DeploymentOptions
 519:             7            168  java.io.ObjectStreamClass$ExceptionInfo
 520:             7            168  java.net.NetPermission
 521:             7            168  java.util.regex.Pattern$1
 522:             3            168  javax.management.openmbean.OpenMBeanOperationInfoSupport
 523:             7            168  org.bson.BsonBinarySubType
 524:             7            168  sun.management.counter.Units
 525:             3            168  sun.rmi.transport.Target
 526:             3            168  sun.rmi.transport.tcp.TCPChannel
 527:             3            168  sun.rmi.transport.tcp.TCPConnection
 528:             7            168  sun.security.x509.NetscapeCertTypeExtension$MapEntry
 529:             4            160  [Lio.netty.buffer.PoolArena;
 530:             4            160  [Ljava.lang.management.MemoryUsage;
 531:             2            160  [Ljava.util.concurrent.RunnableScheduledFuture;
 532:             4            160  com.fasterxml.jackson.core.Base64Variant
 533:             2            160  com.fasterxml.jackson.databind.SerializationConfig
 534:             2            160  io.netty.resolver.dns.DnsNameResolver
 535:            10            160  io.vertx.core.impl.OrderedExecutorFactory$OrderedExecutor$$Lambda$16/173099767
 536:             4            160  io.vertx.core.impl.VertxThreadFactory
 537:            10            160  io.vertx.core.json.JsonObject
 538:             4            160  java.io.BufferedInputStream
 539:             5            160  java.nio.channels.ClosedChannelException
 540:            10            160  java.util.Formatter$Flags
 541:             4            160  java.util.HashMap$EntryIterator
 542:            10            160  java.util.concurrent.CountDownLatch
 543:             2            160  java.util.concurrent.ScheduledThreadPoolExecutor
 544:            10            160  java.util.regex.Pattern$BranchConn
 545:             5            160  javax.management.StandardEmitterMBean
 546:             2            160  sun.net.www.protocol.jar.URLJarFile
 547:             5            160  sun.security.ssl.CipherSuite$MacAlg
 548:             5            160  sun.security.ssl.SignatureAndHashAlgorithm$SignatureAlgorithm
 549:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type
 550:             6            152  [[Ljava.lang.annotation.Annotation;
 551:             1            152  sun.nio.ch.UnixAsynchronousSocketChannelImpl
 552:             5            144  [Ljava.lang.reflect.Field;
 553:             2            144  [Ljava.math.BigDecimal;
 554:             6            144  [Ljava.util.Map$Entry;
 555:             8            144  [Lsun.reflect.generics.tree.TypeSignature;
 556:             6            144  com.fasterxml.jackson.annotation.JsonAutoDetect$Visibility
 557:             6            144  com.fasterxml.jackson.annotation.JsonInclude$Include
 558:             6            144  com.fasterxml.jackson.core.JsonParser$NumberType
 559:             2            144  com.fasterxml.jackson.databind.DeserializationConfig
 560:             2            144  com.fasterxml.jackson.databind.deser.DefaultDeserializationContext$Impl
 561:             2            144  com.fasterxml.jackson.databind.ser.DefaultSerializerProvider$Impl
 562:             9            144  io.netty.channel.nio.NioEventLoop$1
 563:             9            144  io.netty.channel.nio.NioEventLoop$2
 564:             6            144  io.vertx.core.impl.CloseHooks
 565:             3            144  io.vertx.core.impl.DeploymentManager$DeploymentImpl
 566:             6            144  java.lang.Thread$State
 567:             3            144  java.lang.ThreadGroup
 568:             3            144  java.net.SocketInputStream
 569:             3            144  java.net.SocketOutputStream
 570:             9            144  java.rmi.server.Operation
 571:             6            144  java.util.Date
 572:             6            144  java.util.LinkedList$Node
 573:             3            144  java.util.concurrent.LinkedBlockingQueue
 574:             3            144  javax.management.openmbean.TabularType
 575:             6            144  org.bson.AbstractBsonWriter$State
 576:             9            144  org.bson.BsonInt32
 577:             6            144  org.bson.codecs.configuration.ProvidersCodecRegistry
 578:             6            144  sun.misc.PerfCounter
 579:             3            144  sun.misc.URLClassPath
 580:             6            144  sun.nio.ch.Util$BufferCache
 581:             6            144  sun.reflect.generics.scope.MethodScope
 582:             6            144  sun.security.ssl.ProtocolVersion
 583:             6            144  sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraint$Operator
 584:             2            128  com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer
 585:             2            128  com.fasterxml.jackson.databind.ObjectMapper
 586:             4            128  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$ArrayMapping
 587:             4            128  io.netty.buffer.EmptyByteBuf
 588:             2            128  io.netty.channel.socket.nio.NioDatagramChannelConfig
 589:             2            128  io.netty.util.Recycler$Stack
 590:             2            128  java.io.ExpiringCache$1
 591:             4            128  java.net.Socket
 592:             4            128  java.util.ArrayList$ListItr
 593:             4            128  sun.management.GcInfoCompositeData
 594:             4            128  sun.security.ssl.CipherSuite$PRF
 595:             4            120  [Lorg.bson.AbstractBsonWriter$State;
 596:             1            120  [[Ljava.lang.String;
 597:             3            120  com.fasterxml.jackson.databind.introspect.AnnotatedMethod
 598:             5            120  com.mongodb.AuthenticationMechanism
 599:             3            120  io.netty.channel.group.DefaultChannelGroup
 600:             5            120  io.netty.util.internal.UnsafeAtomicIntegerFieldUpdater
 601:             1            120  io.vertx.core.impl.VertxImpl
 602:             5            120  io.vertx.core.net.impl.HandlerManager
 603:             3            120  io.vertx.core.net.impl.VertxEventLoopGroup
 604:             5            120  java.io.BufferedOutputStream
 605:             3            120  java.lang.invoke.BoundMethodHandle$Species_LL
 606:             5            120  java.util.Collections$SetFromMap
 607:             5            120  java.util.stream.StreamOpFlag$Type
 608:             3            120  javax.net.ssl.SSLParameters
 609:             5            120  org.bson.BsonContextType
 610:             3            120  sun.misc.FloatingDecimal$BinaryToASCIIBuffer
 611:             5            120  sun.misc.FloatingDecimal$PreparedASCIIToBinaryBuffer
 612:             5            120  sun.misc.MetaIndex
 613:             3            120  sun.rmi.transport.WeakRef
 614:             3            120  sun.rmi.transport.tcp.TCPTransport$ConnectionHandler
 615:             5            120  sun.security.jca.ServiceId
 616:             2            112  [Ljava.lang.invoke.MethodType;
 617:             2            112  [Ljava.security.CryptoPrimitive;
 618:             2            112  [Ljavax.management.openmbean.OpenType;
 619:             2            112  com.fasterxml.jackson.databind.MappingJsonFactory
 620:             2            112  com.sun.management.GcInfo
 621:             2            112  io.netty.buffer.PooledByteBufAllocator
 622:             2            112  io.netty.util.ResourceLeakDetector$DefaultResourceLeak
 623:             2            112  java.net.SocketPermission
 624:             7            112  java.util.HashMap$EntrySet
 625:             2            112  sun.nio.ch.DatagramSocketAdaptor
 626:             1            104  sun.security.ssl.SSLSessionImpl
 627:             4             96  [Ljava.net.InetAddress;
 628:             1             96  [[J
 629:             4             96  com.fasterxml.jackson.annotation.JsonCreator$Mode
 630:             4             96  com.fasterxml.jackson.core.JsonFactory$Feature
 631:             4             96  com.mongodb.connection.ClusterType
 632:             1             96  com.mongodb.connection.ServerDescription$Builder
 633:             6             96  com.mongodb.diagnostics.logging.JULLogger
 634:             1             96  com.sun.crypto.provider.SunJCE
 635:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping
 636:             2             96  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap
 637:             2             96  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap
 638:             1             96  com.sun.net.ssl.internal.ssl.Provider
 639:             6             96  com.sun.proxy.$Proxy2
 640:             1             96  com.sun.security.sasl.Provider
 641:             2             96  io.netty.bootstrap.AbstractBootstrap$PendingRegistrationPromise
 642:             3             96  io.netty.bootstrap.ServerBootstrap$ServerBootstrapAcceptor
 643:             4             96  io.netty.util.ResourceLeakDetector$Level
 644:             4             96  io.netty.util.internal.UnsafeAtomicReferenceFieldUpdater
 645:             2             96  io.vertx.core.http.Http2Settings
 646:             2             96  io.vertx.core.net.impl.NetClientImpl
 647:             4             96  io.vertx.core.net.impl.ServerID
 648:             2             96  io.vertx.redis.impl.RedisConnection
 649:             4             96  io.vertx.redis.impl.RedisConnection$State
 650:             3             96  java.io.FilePermission
 651:             4             96  java.io.OutputStreamWriter
 652:             3             96  java.security.BasicPermissionCollection
 653:             4             96  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$1
 654:             6             96  java.util.LinkedHashMap$LinkedValues
 655:             2             96  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync
 656:             4             96  java.util.regex.Pattern$5
 657:             4             96  java.util.stream.StreamShape
 658:             4             96  org.bson.UuidRepresentation
 659:             6             96  org.bson.codecs.configuration.CodecCache
 660:             1             96  org.jcp.xml.dsig.internal.dom.XMLDSigRI
 661:             4             96  sun.management.GarbageCollectionNotifInfoCompositeData
 662:             2             96  sun.management.GarbageCollectorImpl
 663:             2             96  sun.management.GcInfoBuilder
 664:             1             96  sun.misc.Launcher$AppClassLoader
 665:             4             96  sun.nio.ch.AsynchronousChannelGroupImpl$1
 666:             3             96  sun.nio.ch.Invoker$2
 667:             3             96  sun.nio.ch.ServerSocketAdaptor
 668:             3             96  sun.reflect.generics.reflectiveObjects.WildcardTypeImpl
 669:             3             96  sun.rmi.transport.LiveRef
 670:             1             96  sun.security.ec.SunEC
 671:             1             96  sun.security.jca.ProviderList$1
 672:             1             96  sun.security.provider.Sun
 673:             1             96  sun.security.rsa.SunRsaSign
 674:             1             96  sun.security.smartcardio.SunPCSC
 675:             3             96  sun.util.locale.provider.LocaleServiceProviderPool
 676:             3             88  [Lcom.fasterxml.jackson.databind.util.ClassUtil$Ctor;
 677:             3             88  [Lio.vertx.core.http.HttpVersion;
 678:             3             88  [Ljava.rmi.server.Operation;
 679:             1             88  io.netty.buffer.PooledUnsafeDirectByteBuf
 680:             1             88  io.vertx.core.net.NetServerOptions
 681:             1             88  sun.misc.Launcher$ExtClassLoader
 682:             1             88  sun.nio.ch.EPollPort
 683:             2             80  [F
 684:             2             80  [Lcom.fasterxml.jackson.annotation.JsonAutoDetect$Visibility;
 685:             1             80  [Lio.vertx.core.eventbus.MessageCodec;
 686:             2             80  [Ljava.util.stream.StreamOpFlag$Type;
 687:             1             80  [Lsun.security.ssl.CipherSuite$KeyExchange;
 688:             2             80  com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo
 689:             2             80  com.fasterxml.jackson.databind.deser.std.UntypedObjectDeserializer
 690:             1             80  com.mongodb.connection.InternalStreamConnection
 691:             2             80  com.mongodb.connection.SocketSettings
 692:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping
 693:             1             80  com.sun.jmx.remote.util.ClassLoaderWithRepository
 694:             5             80  com.sun.proxy.$Proxy3
 695:             2             80  io.github.giovibal.mqtt.ConfigParser
 696:             1             80  io.netty.buffer.PoolChunk
 697:             2             80  io.netty.util.Signal
 698:             1             80  io.vertx.core.net.impl.NetServerImpl
 699:             2             80  java.io.BufferedWriter
 700:             2             80  java.io.ExpiringCache
 701:             2             80  java.lang.invoke.MethodHandleImpl$AsVarargsCollector
 702:             2             80  java.util.Collections$SynchronizedSortedMap
 703:             2             80  java.util.Locale$Category
 704:             2             80  org.bson.BsonBinaryReader$Context
 705:             2             80  sun.management.MemoryManagerImpl
 706:             1             80  sun.reflect.misc.MethodUtil
 707:             1             72  [Lcom.fasterxml.jackson.core.JsonToken;
 708:             2             72  [Lio.netty.util.concurrent.EventExecutor;
 709:             1             72  [Ljava.lang.invoke.LambdaFormEditor$Transform$Kind;
 710:             1             72  [Ljavax.management.openmbean.SimpleType;
 711:             2             72  [Lsun.security.jca.ProviderConfig;
 712:             1             72  com.fasterxml.jackson.core.util.InternCache
 713:             3             72  com.fasterxml.jackson.databind.PropertyName
 714:             3             72  com.fasterxml.jackson.databind.cfg.SerializerFactoryConfig
 715:             1             72  com.fasterxml.jackson.databind.introspect.POJOPropertiesCollector
 716:             3             72  com.fasterxml.jackson.databind.ser.std.NumberSerializer
 717:             3             72  com.mongodb.connection.AsynchronousSocketChannelStream$BasicCompletionHandler
 718:             3             72  com.mongodb.connection.FutureAsyncCompletionHandler
 719:             3             72  com.mongodb.internal.connection.PowerOfTwoBufferPool$PooledByteBufNIO
 720:             3             72  io.github.giovibal.mqtt.MQTTPacketTokenizer$MqttTokenizerState
 721:             3             72  io.netty.buffer.PoolArena$SizeClass
 722:             1             72  io.netty.buffer.PoolThreadCache
 723:             3             72  io.netty.channel.ChannelMetadata
 724:             1             72  io.netty.util.ResourceLeakDetector
 725:             3             72  io.vertx.core.http.ClientAuth
 726:             3             72  io.vertx.core.http.HttpVersion
 727:             3             72  io.vertx.core.impl.DeploymentManager$VerticleHolder
 728:             3             72  io.vertx.core.net.impl.AsyncResolveConnectHelper
 729:             3             72  io.vertx.core.net.impl.HandlerHolder
 730:             3             72  io.vertx.core.net.impl.HandlerManager$Handlers
 731:             3             72  io.vertx.core.net.impl.VertxEventLoopGroup$EventLoopHolder
 732:             3             72  java.io.FilePermissionCollection
 733:             3             72  java.lang.annotation.RetentionPolicy
 734:             3             72  java.security.SecurityPermission
 735:             3             72  java.util.Collections$SynchronizedSet
 736:             1             72  java.util.ResourceBundle$RBClassLoader
 737:             3             72  java.util.concurrent.LinkedBlockingQueue$Node
 738:             1             72  java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask
 739:             3             72  java.util.concurrent.locks.ReentrantReadWriteLock
 740:             1             72  java.util.logging.LogManager$RootLogger
 741:             3             72  java.util.regex.Pattern$Dollar
 742:             3             72  java.util.regex.Pattern$Ques
 743:             3             72  java.util.stream.Collector$Characteristics
 744:             1             72  javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader
 745:             1             72  javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader$ClassLoaderWrapper
 746:             3             72  sun.misc.FloatingDecimal$ExceptionalBinaryToASCIIBuffer
 747:             3             72  sun.misc.Signal
 748:             3             72  sun.reflect.generics.tree.Wildcard
 749:             3             72  sun.security.action.GetPropertyAction
 750:             3             72  sun.security.provider.NativePRNG$Variant
 751:             3             72  sun.security.ssl.CipherSuite$CipherType
 752:             3             72  sun.security.util.DisabledAlgorithmConstraints
 753:             3             72  sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraint
 754:             1             72  sun.util.locale.provider.JRELocaleProviderAdapter
 755:             1             64  [Lcom.fasterxml.jackson.core.JsonParser$Feature;
 756:             3             64  [Lcom.fasterxml.jackson.databind.ser.Serializers;
 757:             2             64  [Lio.netty.util.ResourceLeakDetector$Level;
 758:             2             64  [Ljava.lang.annotation.RetentionPolicy;
 759:             2             64  [Ljava.util.stream.Collector$Characteristics;
 760:             2             64  com.fasterxml.jackson.core.util.DefaultPrettyPrinter
 761:             4             64  com.mongodb.TagSet
 762:             1             64  com.mongodb.async.client.MongoClientSettings
 763:             1             64  com.mongodb.connection.ConnectionPoolSettings
 764:             1             64  com.mongodb.connection.SingleServerCluster
 765:             2             64  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CollectionMapping
 766:             4             64  com.sun.jmx.mbeanserver.GetPropertyAction
 767:             1             64  com.sun.jmx.remote.internal.ArrayNotificationBuffer
 768:             2             64  com.sun.management.GarbageCollectionNotificationInfo
 769:             1             64  io.netty.channel.AdaptiveRecvByteBufAllocator$HandleImpl
 770:             2             64  io.netty.channel.nio.NioEventLoopGroup
 771:             2             64  io.netty.resolver.dns.DefaultDnsCache
 772:             2             64  io.netty.util.Recycler$DefaultHandle
 773:             2             64  io.netty.util.Signal$SignalConstant
 774:             2             64  io.netty.util.concurrent.DefaultThreadFactory
 775:             4             64  io.netty.util.concurrent.SingleThreadEventExecutor$5
 776:             4             64  io.netty.util.internal.TypeParameterMatcher$ReflectiveMatcher
 777:             1             64  io.vertx.core.dns.AddressResolverOptions
 778:             2             64  io.vertx.core.http.impl.HttpServerImpl$HttpServerRequestStreamImpl
 779:             2             64  io.vertx.core.http.impl.HttpServerImpl$ServerWebSocketStreamImpl
 780:             2             64  io.vertx.core.impl.AddressResolver$1$1
 781:             2             64  io.vertx.redis.impl.ReplyParser
 782:             2             64  java.io.FileOutputStream
 783:             2             64  java.io.PrintStream
 784:             2             64  java.lang.ClassValue$Entry
 785:             2             64  java.lang.StringCoding$StringEncoder
 786:             2             64  java.lang.VirtualMachineError
 787:             2             64  java.lang.ref.ReferenceQueue$Null
 788:             4             64  java.nio.channels.spi.AbstractSelector$1
 789:             4             64  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet
 790:             2             64  java.util.LinkedHashMap$LinkedEntryIterator
 791:             2             64  java.util.PriorityQueue
 792:             2             64  java.util.PropertyPermission
 793:             4             64  java.util.TreeSet
 794:             2             64  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue
 795:             2             64  java.util.concurrent.SynchronousQueue
 796:             2             64  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl
 797:             2             64  javax.management.MBeanConstructorInfo
 798:             1             64  javax.management.remote.rmi.RMIConnectionImpl
 799:             1             64  javax.management.remote.rmi.RMIConnectorServer
 800:             2             64  sun.reflect.UnsafeQualifiedObjectFieldAccessorImpl
 801:             2             64  sun.reflect.generics.repository.ConstructorRepository
 802:             2             64  sun.rmi.server.UnicastServerRef2
 803:             2             64  sun.rmi.transport.tcp.TCPTransport
 804:             4             64  sun.security.provider.NativePRNG
 805:             2             64  sun.security.util.MemoryCache
 806:             1             56  [Lcom.fasterxml.jackson.annotation.JsonFormat$Shape;
 807:             1             56  [Lcom.fasterxml.jackson.core.JsonGenerator$Feature;
 808:             1             56  [Ljava.lang.Runnable;
 809:             1             56  [Lorg.bson.AbstractBsonReader$State;
 810:             1             56  [Lsun.util.logging.PlatformLogger$Level;
 811:             1             56  [[I
 812:             1             56  com.mongodb.connection.DefaultClusterableServerFactory
 813:             1             56  com.mongodb.connection.DefaultConnectionPool
 814:             1             56  com.mongodb.connection.DefaultServer
 815:             1             56  com.mongodb.connection.DefaultServerMonitor
 816:             1             56  com.sun.jmx.remote.internal.ServerNotifForwarder
 817:             1             56  io.netty.util.concurrent.GlobalEventExecutor
 818:             1             56  java.lang.invoke.LambdaFormEditor$Transform
 819:             1             56  java.util.concurrent.ConcurrentHashMap$KeyIterator
 820:             1             56  java.util.logging.ConsoleHandler
 821:             1             56  java.util.logging.LogManager
 822:             1             56  javax.management.remote.rmi.RMIJRMPServerImpl
 823:             1             56  org.bson.BsonBinaryWriter
 824:             1             56  sun.rmi.runtime.Log$InternalStreamHandler
 825:             1             56  sun.security.provider.SHA
 826:             1             48  [Lcom.mongodb.connection.RequestMessage$OpCode;
 827:             1             48  [Lcom.mongodb.connection.ServerType;
 828:             2             48  [Lio.netty.channel.socket.InternetProtocolFamily;
 829:             2             48  [Lio.netty.util.concurrent.GenericFutureListener;
 830:             1             48  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic;
 831:             1             48  [Ljava.math.RoundingMode;
 832:             1             48  [Ljava.util.concurrent.TimeUnit;
 833:             1             48  [Ljdk.net.SocketFlow$Status;
 834:             1             48  [Lorg.bson.BsonBinarySubType;
 835:             1             48  [Lsun.management.counter.Units;
 836:             1             48  [Lsun.security.ssl.SignatureAndHashAlgorithm$HashAlgorithm;
 837:             1             48  [Lsun.security.x509.NetscapeCertTypeExtension$MapEntry;
 838:             1             48  [[Ljava.lang.Object;
 839:             2             48  com.fasterxml.jackson.databind.deser.DeserializerCache
 840:             2             48  com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer$StringKD
 841:             3             48  com.fasterxml.jackson.databind.introspect.BasicClassIntrospector
 842:             2             48  com.fasterxml.jackson.databind.introspect.SimpleMixInResolver
 843:             3             48  com.fasterxml.jackson.databind.ser.BeanSerializerFactory
 844:             2             48  com.fasterxml.jackson.databind.ser.SerializerCache
 845:             2             48  com.fasterxml.jackson.databind.ser.std.BooleanSerializer
 846:             2             48  com.fasterxml.jackson.databind.type.ClassKey
 847:             1             48  com.fasterxml.jackson.databind.util.StdDateFormat
 848:             3             48  com.mongodb.ReadConcern
 849:             2             48  com.mongodb.ReadConcernLevel
 850:             2             48  com.mongodb.connection.AsynchronousSocketChannelStreamFactory
 851:             2             48  com.mongodb.connection.ClusterConnectionMode
 852:             2             48  com.mongodb.connection.ClusterDescription
 853:             1             48  com.mongodb.connection.ClusterSettings
 854:             2             48  com.mongodb.connection.InternalStreamConnectionFactory
 855:             1             48  com.mongodb.connection.ReplyHeader
 856:             2             48  com.mongodb.connection.ServerConnectionState
 857:             2             48  com.mongodb.connection.ServerId
 858:             2             48  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry
 859:             1             48  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings
 860:             2             48  com.sun.jmx.mbeanserver.WeakIdentityHashMap
 861:             2             48  com.sun.jmx.remote.internal.ServerNotifForwarder$IdAndFilter
 862:             3             48  com.sun.proxy.$Proxy5
 863:             2             48  io.netty.buffer.PooledByteBufAllocator$PoolThreadLocalCache
 864:             2             48  io.netty.buffer.UnpooledByteBufAllocator
 865:             2             48  io.netty.channel.FixedRecvByteBufAllocator
 866:             3             48  io.netty.channel.group.DefaultChannelGroup$1
 867:             3             48  io.netty.channel.group.VoidChannelGroupFuture
 868:             2             48  io.netty.channel.socket.InternetProtocolFamily
 869:             2             48  io.netty.resolver.AddressResolverGroup$1
 870:             2             48  io.netty.resolver.dns.DnsNameResolver$1
 871:             2             48  io.netty.resolver.dns.DnsNameResolver$3
 872:             2             48  io.netty.resolver.dns.DnsNameResolver$DnsResponseHandler
 873:             2             48  io.netty.util.Recycler$2
 874:             2             48  io.netty.util.concurrent.DefaultEventExecutorChooserFactory$PowerOfTowEventExecutorChooser
 875:             2             48  io.netty.util.concurrent.DefaultFutureListeners
 876:             2             48  io.vertx.core.http.impl.HttpServerImpl$$Lambda$42/1426570791
 877:             2             48  io.vertx.core.http.impl.HttpServerImpl$$Lambda$43/392010501
 878:             2             48  io.vertx.core.http.impl.HttpServerImpl$1
 879:             2             48  io.vertx.core.impl.AddressResolver$ResolverRegistration
 880:             1             48  io.vertx.core.impl.BlockedThreadChecker$1
 881:             3             48  io.vertx.core.impl.ConcurrentHashSet
 882:             2             48  io.vertx.core.impl.WorkerPool
 883:             3             48  io.vertx.core.net.impl.VertxEventLoopGroup$2
 884:             1             48  io.vertx.redis.impl.RedisClientImpl
 885:             2             48  java.io.File$PathStatus
 886:             1             48  java.lang.invoke.BoundMethodHandle$Species_L4
 887:             2             48  java.lang.invoke.MethodHandles$Lookup
 888:             2             48  java.lang.management.MemoryType
 889:             2             48  java.lang.reflect.ReflectPermission
 890:             2             48  java.net.InetAddress$Cache
 891:             2             48  java.net.InetAddress$Cache$Type
 892:             2             48  java.net.InetAddress$CacheEntry
 893:             2             48  java.net.InterfaceAddress
 894:             1             48  java.net.NetworkInterface
 895:             2             48  java.net.StandardProtocolFamily
 896:             1             48  java.nio.HeapByteBufferR
 897:             2             48  java.nio.charset.CoderResult
 898:             3             48  java.nio.charset.CodingErrorAction
 899:             2             48  java.rmi.dgc.VMID
 900:             2             48  java.security.AllPermissionCollection
 901:             3             48  java.text.AttributedCharacterIterator$Attribute
 902:             2             48  java.util.Collections$UnmodifiableList$1
 903:             3             48  java.util.IdentityHashMap$KeySet
 904:             1             48  java.util.concurrent.ArrayBlockingQueue
 905:             2             48  java.util.concurrent.Executors$RunnableAdapter
 906:             1             48  java.util.concurrent.locks.ReentrantReadWriteLock$FairSync
 907:             3             48  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock
 908:             3             48  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter
 909:             3             48  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock
 910:             2             48  java.util.jar.Manifest
 911:             2             48  java.util.logging.Logger$LoggerBundle
 912:             1             48  java.util.regex.Pattern$GroupCurly
 913:             2             48  java.util.regex.Pattern$SliceI
 914:             2             48  javax.crypto.CryptoPermissions
 915:             2             48  javax.management.NotificationBroadcasterSupport$ListenerInfo
 916:             1             48  javax.management.remote.rmi.RMIConnectionImpl$RMIServerCommunicatorAdmin
 917:             3             48  org.bson.BsonArray
 918:             3             48  org.bson.BsonDocument
 919:             2             48  org.bson.ByteBufNIO
 920:             3             48  org.bson.codecs.BsonBinaryCodec
 921:             3             48  org.bson.codecs.BsonBooleanCodec
 922:             3             48  org.bson.codecs.BsonDBPointerCodec
 923:             3             48  org.bson.codecs.BsonDateTimeCodec
 924:             3             48  org.bson.codecs.BsonDocumentCodec
 925:             3             48  org.bson.codecs.BsonDoubleCodec
 926:             3             48  org.bson.codecs.BsonInt32Codec
 927:             3             48  org.bson.codecs.BsonInt64Codec
 928:             3             48  org.bson.codecs.BsonJavaScriptCodec
 929:             3             48  org.bson.codecs.BsonMaxKeyCodec
 930:             3             48  org.bson.codecs.BsonMinKeyCodec
 931:             3             48  org.bson.codecs.BsonNullCodec
 932:             3             48  org.bson.codecs.BsonObjectIdCodec
 933:             3             48  org.bson.codecs.BsonRegularExpressionCodec
 934:             3             48  org.bson.codecs.BsonStringCodec
 935:             3             48  org.bson.codecs.BsonSymbolCodec
 936:             3             48  org.bson.codecs.BsonTimestampCodec
 937:             3             48  org.bson.codecs.BsonUndefinedCodec
 938:             3             48  org.bson.codecs.BsonValueCodecProvider
 939:             2             48  org.bson.io.ByteBufferBsonInput
 940:             2             48  sun.management.ManagementFactoryHelper$1
 941:             2             48  sun.misc.NativeSignalHandler
 942:             3             48  sun.net.www.protocol.jar.Handler
 943:             2             48  sun.nio.ch.EPollPort$Event
 944:             3             48  sun.nio.ch.SocketDispatcher
 945:             2             48  sun.reflect.generics.scope.ConstructorScope
 946:             3             48  sun.rmi.transport.tcp.TCPTransport$ConnectionHandler$$Lambda$52/1872108041
 947:             2             48  sun.security.jca.ProviderList
 948:             2             48  sun.security.jca.ProviderList$3
 949:             1             48  sun.security.ssl.CipherBox
 950:             2             48  sun.security.ssl.SSLAlgorithmConstraints
 951:             3             48  sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraints
 952:             1             40  [Lcom.fasterxml.jackson.annotation.JsonInclude$Include;
 953:             1             40  [Lcom.fasterxml.jackson.core.JsonParser$NumberType;
 954:             1             40  [Lcom.mongodb.AuthenticationMechanism;
 955:             2             40  [Lcom.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry;
 956:             1             40  [Ljava.lang.Thread$State;
 957:             1             40  [Ljava.lang.management.MemoryPoolMXBean;
 958:             1             40  [Ljava.nio.charset.Charset;
 959:             1             40  [Ljava.util.stream.StreamOpFlag;
